id,name,type,area,description,image1,image2,imageGallery,website,phone,address,amenities,amenities_tags,featured,slug,wordpressUrl,authorName,authorEmail,authorUsername,authorId,publishedDate,modifiedDate,status,commentStatus,pingStatus,originalCategories,originalAttributes,dataConfidence,notes,descriptionSource,amenitiesGuessed,missingFields,directionsLink
614,Graves Grocery & Deli,Markets & Delis,Nellysford,"Local grocery, gas, and deli stop with breakfast and lunch service for travelers along Route 151.",https://nelsoncounty.com/wp-content/uploads/2024/05/Graves-Grocery-Deli.jpg,,,https://nelsoncounty.com/explore/graves-grocery-deli/,(434) 361-2504,"1779 Rockfish Valley Highway, Nellysford, VA 22958",Convenience Store; Gas Station; Breakfast & Lunch Deli; Breakfast Service,Retail Shop; Fuel; Breakfast Available; Lunch Available; Deli; Market,FALSE,graves-grocery-deli,https://nelsoncounty.com/explore/graves-grocery-deli/,josh,iamjwal@gmail.com,josh,1,2024-05-17,2024-06-13,publish,open,closed,All (Taste)>Markets & Delis; Road Trips>Nellysford,,high,Hours not published online; rely on in-store schedule.,,,,https://www.google.com/maps/dir/?api=1&destination=1779%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958
617,Hickman’s Exxon Grocery,Markets & Delis,Roseland,"Exxon convenience store with breakfast and lunch deli, full game checking station, and hunting supplies.",https://nelsoncounty.com/wp-content/uploads/2024/05/Hickmans-Exxon-Grocery.jpg,,,https://nelsoncounty.com/explore/hickmans-exxon-grocery/,(434) 361-1205,"1311 Beech Grove Road, Roseland, VA 22967",Gas Station; Breakfast & Lunch Deli; Game Check Station; Breakfast Service,Fuel; Breakfast Available; Lunch Available; Deli; Market,FALSE,hickmans-exxon-grocery,https://nelsoncounty.com/explore/hickmans-exxon-grocery/,josh,iamjwal@gmail.com,josh,1,2024-05-17,2024-05-17,publish,open,closed,All (Taste)>Markets & Delis,,high,Game check services noted by Nelson County Tourism.,,,,https://www.google.com/maps/dir/?api=1&destination=1311%20Beech%20Grove%20Road%2C%20Roseland%2C%20VA%2022967
620,IGA Blue Ridge Grocery,Markets & Delis,Nellysford,"Community supermarket providing full groceries, everyday essentials, and friendly service in the Rockfish Valley.",https://nelsoncounty.com/wp-content/uploads/2024/05/IGA-Blue-Ridge-Grocery.jpg,,,https://nelsoncounty.com/explore/iga-blue-ridge-grocery/,(434) 361-1105,"2797 Rockfish Valley Highway, Nellysford, VA 22958",Full Grocery; Local Market; Curbside Parking; Made-to-Order Deli,Market; On-Site Parking; Deli,FALSE,iga-blue-ridge-grocery,https://nelsoncounty.com/explore/iga-blue-ridge-grocery/,josh,iamjwal@gmail.com,josh,1,2024-05-17,2024-06-13,publish,open,closed,All (Taste)>Markets & Delis; Road Trips>Nellysford,,medium,Store website not published; using county listing for reference.,,,,https://www.google.com/maps/dir/?api=1&destination=2797%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958
623,Ike’s Market & Deli,Markets & Delis,Schuyler,"Riverside convenience store and deli featuring hot menu specials, grab-and-go items, and a game checking station.",https://nelsoncounty.com/wp-content/uploads/2024/05/Ikes-Market-Deli.jpg,,,https://nelsoncounty.com/explore/ikes-market-deli/,(434) 831-1185,"6597 Rockfish River Road, Schuyler, VA 22969",Convenience Store; Hot Deli Specials; Game Check Station; Made-to-Order Deli,Retail Shop; Deli; Market,FALSE,ikes-market-deli,https://nelsoncounty.com/explore/ikes-market-deli/,josh,iamjwal@gmail.com,josh,1,2024-05-17,2024-06-13,publish,open,closed,All (Taste)>Markets & Delis; Road Trips>Schuyler,,high,Game checking available per county tourism description.,,,,https://www.google.com/maps/dir/?api=1&destination=6597%20Rockfish%20River%20Road%2C%20Schuyler%2C%20VA%2022969
628,Indian Oven,Markets & Delis,Lovingston,"Family-run Indian restaurant serving curries, tandoori favorites, and coconut-forward dishes crafted with fresh ingredients in a welcoming setting.",https://nelsoncounty.com/wp-content/uploads/2024/05/indian-oven.jpg,,,https://nelsoncounty.com/explore/indian-oven/,(434) 263-4080,"10749 Thomas Nelson Hwy, Lovingston, VA 22949",Authentic Indian Cuisine; Curries & Tandoori; Takeout Friendly; Family Friendly,Family Friendly; Market; Deli,FALSE,indian-oven,https://nelsoncounty.com/explore/indian-oven/,josh,iamjwal@gmail.com,josh,1,2024-05-17,2024-06-13,publish,open,closed,Road Trips>Lovingston; All (Taste)>Markets & Delis,,medium,Official restaurant site not listed; description from tourism page.,,,,https://www.google.com/maps/dir/?api=1&destination=10749%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
632,Mac’s Country Store,Markets & Delis,Roseland,"Country store at the crossroads of Routes 151 and 56 with breakfast, lunch, dinner plates, famous fried chicken, and antiques for sale.",https://nelsoncounty.com/wp-content/uploads/2024/05/Macs-Country-Store-1.jpg,https://nelsoncounty.com/wp-content/uploads/2024/05/Macs-Country-Store.jpg,https://nelsoncounty.com/wp-content/uploads/2024/05/Shadys-Place.jpg,https://nelsoncounty.com/explore/macs-country-store/,(434) 277-5305,"7023 Patrick Henry Highway, Roseland, VA 22967",Breakfast-Lunch-Dinner; Fried Chicken; Antiques Corner; Takeout,Breakfast Available; Lunch Available; Dinner Available; Market; Deli,FALSE,macs-country-store,https://nelsoncounty.com/explore/macs-country-store/,josh,iamjwal@gmail.com,josh,1,2024-05-17,2024-05-17,publish,open,closed,All (Taste)>Markets & Delis,,high,Menu and highlights from Nelson County Tourism listing.,,,,https://www.google.com/maps/dir/?api=1&destination=7023%20Patrick%20Henry%20Highway%2C%20Roseland%2C%20VA%2022967
639,Subway,Markets & Delis,Lovingston,"Subway franchise in Annie Land Plaza making customizable sandwiches, salads, and wraps seven days a week.",https://nelsoncounty.com/wp-content/uploads/2024/05/subway-1.jpg,https://nelsoncounty.com/wp-content/uploads/2024/05/subway.jpg,,https://restaurants.subway.com/united-states/va/lovingston/65-callohill-drive,(434) 263-6800,"65 Callohill Drive, Lovingston, VA 22949",Sandwich Counter; Salads & Wraps; Late Hours; Made-to-Order Deli,Deli; Market,FALSE,subway,https://nelsoncounty.com/explore/subway/,josh,iamjwal@gmail.com,josh,1,2024-05-17,2024-06-13,publish,open,closed,Road Trips>Lovingston; All (Taste)>Markets & Delis,,medium,Hours pulled from county listing; verify seasonal adjustments on Subway site.,,,,https://www.google.com/maps/dir/?api=1&destination=65%20Callohill%20Drive%2C%20Lovingston%2C%20VA%2022949
643,The Market at Wintergreen,Markets & Delis,Wintergreen Resort,"Wintergreen Resort’s convenience market offering groceries, deli meals, branded apparel, and fuel for mountain guests.",https://nelsoncounty.com/wp-content/uploads/2024/05/The-Market-at-Wintergreen.jpg,,,https://nelsoncounty.com/explore/the-market-at-wintergreen/,(434) 325-8224,"189 Mountain Inn Loop, Wintergreen, VA 22958",Groceries; Deli 7:30am-7:30pm; Resort Apparel; Gas Pumps,Deli; Fuel; Market,FALSE,the-market-at-wintergreen,https://nelsoncounty.com/explore/the-market-at-wintergreen/,josh,iamjwal@gmail.com,josh,1,2024-05-17,2024-06-13,publish,open,closed,All (Taste)>Markets & Delis; Road Trips>Wintergreen,,high,Daily deli hours noted by Nelson County Tourism; confirm during seasonal operations.,,,,https://www.google.com/maps/dir/?api=1&destination=189%20Mountain%20Inn%20Loop%2C%20Wintergreen%2C%20VA%2022958
646,Williams Grocery,Markets & Delis,Schuyler,"Rural grocery and gas station carrying local honey, bait, and fishing supplies alongside everyday essentials.",https://nelsoncounty.com/wp-content/uploads/2024/05/Williams-Grocery.jpg,,,https://nelsoncounty.com/explore/williams-grocery/,(434) 263-4746,"439 Williamstown Road, Shipman, VA 22971",Convenience Store; Gas Station; Local Honey; Fishing Bait,Retail Shop; Fuel; Fishing Access; Market; Deli; Water Access,FALSE,williams-grocery,https://nelsoncounty.com/explore/williams-grocery/,josh,iamjwal@gmail.com,josh,1,2024-05-17,2024-06-13,publish,open,closed,All (Taste)>Markets & Delis; Road Trips>Schuyler,,high,"Game checking services for deer, bear, and turkey per tourism listing.",,,,https://www.google.com/maps/dir/?api=1&destination=439%20Williamstown%20Road%2C%20Shipman%2C%20VA%2022971
649,Ann’s Family Restaurant,Restaurants,Arrington,Ann’s Family Restaurant serves classic country cooking with daily specials and fresh vegetables for dine-in comfort in Arrington.,https://nelsoncounty.com/wp-content/uploads/2024/05/Anns-Family-Restaurant.jpg,,,https://nelsoncounty.com/explore/anns-family-restaurant/,(434) 263-8110,"1170 Thomas Nelson Highway, Arrington, VA 22922",Country Cooking & Daily Specials; Fresh Vegetables; Family-Friendly Dining; Family Friendly,Family Friendly; Restaurant,FALSE,anns-family-restaurant,https://nelsoncounty.com/explore/anns-family-restaurant/,josh,iamjwal@gmail.com,josh,1,2024-05-17,2024-06-13,publish,open,closed,Road Trips>Arrington; Road Trips>Nelson 29; All (Taste)>Restaurants,,medium,Info sourced from Nelson County tourism listing; confirm hours (closed Saturdays) before publishing (Nov 2025).,,,,https://www.google.com/maps/dir/?api=1&destination=1170%20Thomas%20Nelson%20Highway%2C%20Arrington%2C%20VA%2022922
653,Basic Necessities,Restaurants,Nellysford,"Basic Necessities is a European-inspired café, wine, and cheese shop in the Rockfish Valley serving soups, salads, seasonal dinners with live music, and a popular Sunday brunch.",https://nelsoncounty.com/wp-content/uploads/2024/05/Basic-Necessities-e1758127777467.jpg,,,https://nelsoncounty.com/explore/basic-necessities/,(434) 361-1776,"2226 Rockfish Valley Highway, Nellysford, VA 22958",European-Inspired Café & Wine Shop; Imported Cheeses & Fresh Breads; Friday/saturday Dinner With Live Music,Retail Shop; Wine Tastings; Dinner Available; Live Music; Brunch; Restaurant,FALSE,basic-necessities,https://nelsoncounty.com/explore/basic-necessities/,josh,iamjwal@gmail.com,josh,1,2024-05-17,2024-06-13,publish,open,closed,Road Trips>Nellysford; All (Taste)>Restaurants,,high,Details verified from Nelson County tourism profile (Nov 2025).,Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=2226%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958
656,Blue Mountain Brewery,Breweries & Cideries,Afton,Route 151 brewpub pouring flagship and seasonal ales alongside a from-scratch kitchen with sweeping Blue Ridge views.,https://nelsoncounty.com/wp-content/uploads/2024/05/Blue-Mountain-Brewery.jpg,,,https://www.bluemountainbrewery.com/,(540) 456-8020,"9519 Critzers Shop Road, Afton, VA 22920",Blue Ridge Patio; Event-Friendly Venue; Family-Friendly Grounds; Guided Tasting Flights,Outdoor Seating; Mountain Views; Event Venue; Family Friendly; Tasting Room; Guided Experiences; Full Kitchen; Brewery / Cidery,FALSE,blue-mountain-brewery,https://nelsoncounty.com/explore/blue-mountain-brewery/,josh,iamjwal@gmail.com,josh,1,2024-05-17,2024-06-13,publish,open,closed,Road Trips>Afton; All (Taste)>Restaurants,Afton,high,Details verified via Nelson County listing and Blue Mountain Brewery site (Nov 2025).,Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=9519%20Critzers%20Shop%20Road%2C%20Afton%2C%20VA%2022920
660,Blue Ridge Pig,Restaurants,Nellysford,"Blue Ridge Pig is a roadside smokehouse known for Strawberry Goodwin’s on-site smoked meats, from classic pulled pork with slaw to Turkey Croissants with signature dill sauce.",https://nelsoncounty.com/wp-content/uploads/2024/05/Blue-Ridge-Pig.jpg,,,https://nelsoncounty.com/explore/blue-ridge-pig/,(434) 361-1170,"2198 Rockfish Valley Highway, Nellysford, VA 22958",On-Site Smoked Meats; Signature Pork BBQ & Turkey Croissants; Takeout Friendly Roadside BBQ; Open-Air Smokehouse Experience,Barbecue; Mountain Views; Restaurant,FALSE,blue-ridge-pig,https://nelsoncounty.com/explore/blue-ridge-pig/,josh,iamjwal@gmail.com,josh,1,2024-05-17,2024-06-13,publish,open,closed,Road Trips>Nellysford; All (Taste)>Restaurants; Road Trips>Tyro,,high,Menu highlights confirmed via Nelson County listing (Nov 2025).,Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=2198%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958
663,Bold Kitchen at Bold Rock,Restaurants,Nellysford,"Bold Kitchen at Bold Rock serves scratch-made pub fare, sharable plates, and seasonal specials alongside cider flights inside the Bold Rock Cider Barn on Nelson 151.",https://nelsoncounty.com/wp-content/uploads/2024/05/Bold-Kitchen-at-Bold-Rock.jpg,,,https://nelsoncounty.com/?post_type=portfolio&p=663,,"1020 Rockfish Valley Highway, Nellysford, VA 22958",Scratch-Made Pub Menu; Pairs With Bold Rock Cider Flights; Indoor & Lawn Seating At Cider Barn; Hard Cider,Tasting Room; Hard Cider; Full Kitchen; Restaurant,FALSE,bold-kitchen-at-bold-rock,https://nelsoncounty.com/?post_type=portfolio&p=663,josh,iamjwal@gmail.com,josh,1,1970-01-01,2024-05-17,draft,open,closed,All (Taste)>Restaurants,,medium,Bold Rock site describes Bold Kitchen; county listing still drafts—confirm menu and hours (Nov 2025).,Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=1020%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958
666,Chen’s Restaurant,Restaurants,Lovingston,"Chen’s Restaurant in Lovingston prepares made-to-order Chinese favorites for dine-in or takeout, with weekday lunch specials in Annie Land Plaza just off Route 29.",https://nelsoncounty.com/wp-content/uploads/2024/05/Chens-Restaurant.jpg,,,https://nelsoncounty.com/explore/chens-restaurant/,(434) 263-8865,"73 Callohill Drive, Lovingston, VA 22949",Chinese Cuisine For Dine-In & Takeout; Weekday Lunch Specials; Lunch Service,Lunch Available; Restaurant,FALSE,chens-restaurant,https://nelsoncounty.com/explore/chens-restaurant/,josh,iamjwal@gmail.com,josh,1,2024-05-17,2024-06-13,publish,open,closed,Road Trips>Lovingston; All (Taste)>Restaurants,,medium,Details compiled from county listing; verify current hours (Nov 2025).,Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=73%20Callohill%20Drive%2C%20Lovingston%2C%20VA%2022949
669,Chirio’s Pizza,Restaurants,Nellysford,"Chirio’s Pizza is Nelson County’s longest-running pizzeria, serving New York-style pies, subs, salads, and ice cream with eat-in, takeout, and delivery options from Valley Green Shopping Center.",https://nelsoncounty.com/wp-content/uploads/2024/05/Chirios-Pizza.jpg,,,https://nelsoncounty.com/explore/chirios-pizza/,(434) 361-9188,"2777 Rockfish Valley Highway, Nellysford, VA 22958","Since 1989 Family Pizzeria; Ny-Style Pies, Subs & Salads; Eat-In, Takeout & Delivery; Ice Cream Counter",Pizza; Restaurant,FALSE,chirios-pizza,https://nelsoncounty.com/explore/chirios-pizza/,josh,iamjwal@gmail.com,josh,1,2024-05-17,2024-06-13,publish,open,closed,Road Trips>Nellysford; All (Taste)>Restaurants,,high,Information confirmed via Nelson County tourism listing (Nov 2025).,Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=2777%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958
672,Coquito Kitchen,Restaurants,Nellysford,"Coquito Kitchen blends Argentine and Southern comfort fare out of the Rockfish Valley Community Center, offering lunch Thursday through Saturday with rotating empanadas, sandwiches, and sides.",https://nelsoncounty.com/wp-content/uploads/2024/05/Coquito-Kitchen.jpg,,,https://nelsoncounty.com/explore/coquito-kitchen/,,"190 Rockfish School Lane, Afton, VA 22920",Argentine & Southern Fusion Menu; Operating Thu–sat 11am–6pm; Located In Rockfish Valley Community Center; Lunch Service,Lunch Available; Full Kitchen; Restaurant,FALSE,coquito-kitchen,https://nelsoncounty.com/explore/coquito-kitchen/,josh,iamjwal@gmail.com,josh,1,2024-05-17,2024-06-13,publish,open,closed,Road Trips>Nellysford; All (Taste)>Restaurants,,medium,Hours and concept sourced from Nelson County listing (Nov 2025).,Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=190%20Rockfish%20School%20Lane%2C%20Afton%2C%20VA%2022920
675,Devils Backbone Brewing,Restaurants,Roseland,"Devils Backbone Basecamp pairs a wood-fired kitchen with 16 taps of house beer, coffee bar mornings, and meadow seating for concerts and events.",https://nelsoncounty.com/wp-content/uploads/2024/05/Devils-Backbone-Brewing.jpg,,,https://www.dbbrewingcompany.com/visit/basecamp/,(434) 361-1001,"200 Mosbys Run, Roseland, VA 22967",Basecamp Brewpub; Wood-Fired Kitchen; Outdoor Meadows; Live Music & Events,Full Kitchen; Live Music; Coffee & Tea; Craft Beer; Restaurant,FALSE,devils-backbone-brewing,https://nelsoncounty.com/explore/devils-backbone-brewing/,josh,iamjwal@gmail.com,josh,1,2024-05-17,2024-05-18,publish,open,closed,All (Taste)>Restaurants,,high,Restaurant description from Nelson County profile; location details confirmed on Devils Backbone Basecamp site (Nov 2025).,Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=200%20Mosbys%20Run%2C%20Roseland%2C%20VA%2022967
678,El Mariachi Mexican Food,Restaurants,Lovingston,El Mariachi Mexican Food serves classic Mexican dishes in Lovingston with weekday and weekend hours extending to 10 pm and gift certificates available.,https://nelsoncounty.com/wp-content/uploads/2024/05/El-Mariachi-Mexican-Food.jpg,,,https://nelsoncounty.com/explore/el-mariachi-mexican-food/,(434) 263-5999,"165 Front Street, Lovingston, VA 22949",Authentic Mexican Cuisine; Open Late On Weekends; Gift Certificates Available; Local Dining,Restaurant,FALSE,el-mariachi-mexican-food,https://nelsoncounty.com/explore/el-mariachi-mexican-food/,josh,iamjwal@gmail.com,josh,1,2024-05-17,2025-05-13,publish,closed,closed,Road Trips>Lovingston; Road Trips>Nelson 29; All (Taste)>Restaurants,,medium,Operating hours taken from Nelson County tourism listing (Nov 2025).,Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=165%20Front%20Street%2C%20Lovingston%2C%20VA%2022949
